Time,Team,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss
5.032796,4,0,0,0,0,127500,127700,0,0,0
5.032796,5,10,100,-90,90,127500,127700,-1012,12012,30012
5.032796,6,10,0,10,-10,127500,127700,255,-5255,-7255
5.032796,7,0,0,0,0,127500,127700,0,0,0
5.21865,0,2,2,0,0,127500,128000,26,-826,-826
5.21865,1,0,0,0,0,127500,128000,0,0,0
5.21865,2,0,0,0,0,127500,128000,0,0,0
5.21865,3,10,84,-74,74,127500,128000,527,2173,21117
5.21865,4,0,0,0,0,127500,128000,0,0,0
5.21865,5,10,100,-90,90,127500,128000,-1012,12012,35052
5.21865,6,10,0,10,-10,127500,128000,255,-5255,-7815
5.21865,7,0,0,0,0,127500,128000,0,0,0
5.511349,0,2,2,0,0,127500,128000,26,-826,-826
5.511349,1,0,0,0,0,127500,128000,0,0,0
5.511349,2,0,0,0,0,127500,128000,0,0,0
5.511349,3,10,84,-74,74,127500,128000,527,2173,21117
5.511349,4,0,0,0,0,127500,128000,0,0,0
5.511349,5,10,100,-90,90,127500,128000,-1012,12012,35052
5.511349,6,10,0,10,-10,127500,128000,255,-5255,-7815
5.511349,7,0,0,0,0,127500,128000,0,0,0
5.731311,0,2,2,0,0,127500,128000,26,-826,-826
5.731311,1,0,0,0,0,127500,128000,0,0,0
5.731311,2,0,0,0,0,127500,128000,0,0,0
5.731311,3,10,84,-74,74,127500,128000,527,2173,21117
5.731311,4,0,0,0,0,127500,128000,0,0,0
5.731311,5,10,100,-90,90,127500,128000,-1012,12012,35052
5.731311,6,10,0,10,-10,127500,128000,255,-5255,-7815
5.731311,7,0,0,0,0,127500,128000,0,0,0
5.95744,0,2,2,0,0,127500,128000,26,-826,-826
5.95744,1,0,0,0,0,127500,128000,0,0,0
5.95744,2,0,0,0,0,127500,128000,0,0,0
5.95744,3,10,84,-74,74,127500,128000,527,2173,21117
5.95744,4,0,0,0,0,127500,128000,0,0,0
5.95744,5,10,100,-90,90,127500,128000,-1012,12012,35052
5.95744,6,10,0,10,-10,127500,128000,255,-5255,-7815
5.95744,7,0,0,0,0,127500,128000,0,0,0
6.29263,0,2,2,0,0,127800,128000,26,-826,-826
6.29263,1,0,0,0,0,127800,128000,0,0,0
6.29263,2,0,0,0,0,127800,128000,0,0,0
6.29263,3,21,84,-63,63,127800,128000,386,2314,14914
6.29263,4,0,0,0,0,127800,128000,0,0,0
6.29263,5,10,100,-90,90,127800,128000,-1012,12012,30012
6.29263,6,10,0,10,-10,127800,128000,255,-5255,-7255
6.29263,7,0,0,0,0,127800,128000,0,0,0
6.456121,0,2,2,0,0,127600,128000,26,-826,-826
6.456121,1,0,0,0,0,127600,128000,0,0,0
6.456121,2,0,0,0,0,127600,128000,0,0,0
6.456121,3,101,84,17,-17,127600,128000,-636,11336,6984
6.456121,4,0,0,0,0,127600,128000,0,0,0
6.456121,5,79,100,-21,21,127600,128000,-1892,26692,32068
6.456121,6,10,0,10,-10,127600,128000,255,-5255,-7815
6.456121,7,0,0,0,0,127600,128000,0,0,0
6.785473,0,2,2,0,0,127600,127700,26,-826,-826
6.785473,1,0,0,0,0,127600,127700,0,0,0
6.785473,2,0,0,0,0,127600,127700,0,0,0
6.785473,3,101,84,17,-17,127600,127700,-636,11336,9636
6.785473,4,0,0,0,0,127600,127700,0,0,0
6.785473,5,79,100,-21,21,127600,127700,-1892,26692,28792
6.785473,6,10,0,10,-10,127600,127700,255,-5255,-6255
6.785473,7,0,0,0,0,127600,127700,0,0,0
7.022762,0,2,2,0,0,127300,127700,26,-826,-826
7.022762,1,0,0,0,0,127300,127700,0,0,0
7.022762,2,0,0,0,0,127300,127700,0,0,0
7.022762,3,111,121,-10,10,127300,127700,-1236,17636,20186
7.022762,4,0,0,0,0,127300,127700,0,0,0
7.022762,5,112,128,-16,16,127300,127700,-2670,42970,47050
7.022762,6,10,0,10,-10,127300,127700,255,-5255,-7805
7.022762,7,0,0,0,0,127300,127700,0,0,0
7.267689,0,2,2,0,0,127300,127600,26,-826,-826
7.267689,1,0,0,0,0,127300,127600,0,0,0
7.267689,2,0,0,0,0,127300,127600,0,0,0
7.267689,3,111,121,-10,10,127300,127600,-1236,17636,20186
7.267689,4,0,0,0,0,127300,127600,0,0,0
7.267689,5,112,128,-16,16,127300,127600,-2670,42970,47050
7.267689,6,10,0,10,-10,127300,127600,255,-5255,-7805
7.267689,7,0,0,0,0,127300,127600,0,0,0
7.461195,0,2,2,0,0,127300,127600,26,-826,-826
7.461195,1,0,0,0,0,127300,127600,0,0,0
7.461195,2,0,0,0,0,127300,127600,0,0,0
7.461195,3,111,121,-10,10,127300,127600,-1236,17636,20186
7.461195,4,0,0,0,0,127300,127600,0,0,0
7.461195,5,112,128,-16,16,127300,127600,-2670,42970,47050
7.461195,6,10,0,10,-10,127300,127600,255,-5255,-7805
7.461195,7,0,0,0,0,127300,127600,0,0,0
7.738258,0,2,2,0,0,127200,127600,26,-826,-826
7.738258,1,0,0,0,0,127200,127600,0,0,0
7.738258,2,0,0,0,0,127200,127600,0,0,0
7.738258,3,141,121,20,-20,127200,127600,-1618,27018,21918
7.738258,4,0,0,0,0,127200,127600,0,0,0
7.738258,5,125,128,-3,3,127200,127600,-2835,48335,49100
7.738258,6,10,0,10,-10,127200,127600,255,-5255,-7805
7.738258,7,0,0,0,0,127200,127600,0,0,0
7.989357,0,2,2,0,0,127200,127600,26,-826,-826
7.989357,1,0,0,0,0,127200,127600,0,0,0
7.989357,2,0,0,0,0,127200,127600,0,0,0
7.989357,3,141,121,20,-20,127200,127600,-1618,27018,21918
7.989357,4,0,0,0,0,127200,127600,0,0,0
7.989357,5,125,128,-3,3,127200,127600,-2835,48335,49100
7.989357,6,10,0,10,-10,127200,127600,255,-5255,-7805
7.989357,7,0,0,0,0,127200,127600,0,0,0
8.205924,0,2,2,0,0,127200,127600,26,-826,-826
8.205924,1,0,0,0,0,127200,127600,0,0,0
8.205924,2,0,0,0,0,127200,127600,0,0,0
8.205924,3,141,121,20,-20,127200,127600,-1618,27018,21918
8.205924,4,0,0,0,0,127200,127600,0,0,0
8.205924,5,125,128,-3,3,127200,127600,-2835,48335,49100
8.205924,6,10,0,10,-10,127200,127600,255,-5255,-7805
8.205924,7,0,0,0,0,127200,127600,0,0,0
8.53761,0,2,2,0,0,127200,127400,26,-826,-826
8.53761,1,0,0,0,0,127200,127400,0,0,0
8.53761,2,0,0,0,0,127200,127400,0,0,0
8.53761,3,141,121,20,-20,127200,127400,-1618,27018,23018
8.53761,4,0,0,0,0,127200,127400,0,0,0
8.53761,5,125,128,-3,3,127200,127400,-2835,48335,48935
8.53761,6,10,0,10,-10,127200,127400,255,-5255,-7255
8.53761,7,0,0,0,0,127200,127400,0,0,0
8.774367,0,2,2,0,0,127200,127400,26,-826,-826
8.774367,1,0,0,0,0,127200,127400,0,0,0
8.774367,2,0,0,0,0,127200,127400,0,0,0
8.774367,3,141,121,20,-20,127200,127400,-1618,27018,23018
8.774367,4,0,0,0,0,127200,127400,0,0,0
8.774367,5,125,128,-3,3,127200,127400,-2835,48335,48935
8.774367,6,10,0,10,-10,127200,127400,255,-5255,-7255
8.774367,7,0,0,0,0,127200,127400,0,0,0
8.95369,0,2,2,0,0,127200,127400,26,-826,-826
8.95369,1,0,0,0,0,127200,127400,0,0,0
8.95369,2,0,0,0,0,127200,127400,0,0,0
8.95369,3,141,121,20,-20,127200,127400,-1618,27018,23018
8.95369,4,0,0,0,0,127200,127400,0,0,0
8.95369,5,125,128,-3,3,127200,127400,-2835,48335,48935
8.95369,6,10,0,10,-10,127200,127400,255,-5255,-7255
8.95369,7,0,0,0,0,127200,127400,0,0,0
9.238742,0,2,2,0,0,127200,127800,26,-826,-826
9.238742,1,0,0,0,0,127200,127800,0,0,0
9.238742,2,0,0,0,0,127200,127800,0,0,0
9.238742,3,141,121,20,-20,127200,127800,-1618,27018,21898
9.238742,4,0,0,0,0,127200,127800,0,0,0
9.238742,5,125,128,-3,3,127200,127800,-2835,48335,49103
9.238742,6,10,0,10,-10,127200,127800,255,-5255,-7815
9.238742,7,0,0,0,0,127200,127800,0,0,0
9.471821,0,2,2,0,0,127200,127800,26,-826,-826
9.471821,1,0,0,0,0,127200,127800,0,0,0
9.471821,2,0,0,0,0,127200,127800,0,0,0
9.471821,3,141,121,20,-20,127200,127800,-1618,27018,21898
9.471821,4,0,0,0,0,127200,127800,0,0,0
9.471821,5,125,128,-3,3,127200,127800,-2835,48335,49103
9.471821,6,10,0,10,-10,127200,127800,255,-5255,-7815
9.471821,7,0,0,0,0,127200,127800,0,0,0
9.798719,0,2,2,0,0,127300,127800,26,-826,-826
9.798719,1,0,0,0,0,127300,127800,0,0,0
9.798719,2,0,0,0,0,127300,127800,0,0,0
9.798719,3,151,121,30,-30,127300,127800,-1745,29145,21465
9.798719,4,0,0,0,0,127300,127800,0,0,0
9.798719,5,222,128,94,-94,127300,127800,-4070,78670,54606
9.798719,6,10,0,10,-10,127300,127800,255,-5255,-7815
9.798719,7,0,0,0,0,127300,127800,0,0,0
9.987445,0,2,2,0,0,127300,127500,26,-826,-826
9.987445,1,0,0,0,0,127300,127500,0,0,0
9.987445,2,0,0,0,0,127300,127500,0,0,0
9.987445,3,151,121,30,-30,127300,127500,-1745,29145,23145
9.987445,4,0,0,0,0,127300,127500,0,0,0
9.987445,5,222,128,94,-94,127300,127500,-4070,78670,59870
9.987445,6,10,0,10,-10,127300,127500,255,-5255,-7255
9.987445,7,0,0,0,0,127300,127500,0,0,0
10.233397,0,4,2,2,-2,127000,127500,1,-401,-911
10.233397,1,0,0,0,0,127000,127500,0,0,0
10.233397,2,0,0,0,0,127000,127500,0,0,0
10.233397,3,161,121,40,-40,127000,127500,-1872,29272,19072
10.233397,4,0,0,0,0,127000,127500,0,0,0
10.233397,5,228,128,100,-100,127000,127500,-4146,79346,53846
10.233397,6,10,0,10,-10,127000,127500,255,-5255,-7805
10.233397,7,0,0,0,0,127000,127500,0,0,0
10.493008,0,6,2,4,-4,126900,127500,-24,224,-796
10.493008,1,0,0,0,0,126900,127500,0,0,0
10.493008,2,0,0,0,0,126900,127500,0,0,0
10.493008,3,171,121,50,-50,126900,127500,-1999,30399,17649
10.493008,4,0,0,0,0,126900,127500,0,0,0
10.493008,5,228,128,100,-100,126900,127500,-4146,79346,53846
10.493008,6,10,0,10,-10,126900,127500,255,-5255,-7805
10.493008,7,0,0,0,0,126900,127500,0,0,0
10.756546,0,6,2,4,-4,126900,127500,-24,224,-796
10.756546,1,0,0,0,0,126900,127500,0,0,0
10.756546,2,0,0,0,0,126900,127500,0,0,0
10.756546,3,171,121,50,-50,126900,127500,-1999,30399,17649
10.756546,4,0,0,0,0,126900,127500,0,0,0
10.756546,5,228,128,100,-100,126900,127500,-4146,79346,53846
10.756546,6,10,0,10,-10,126900,127500,255,-5255,-7805
10.756546,7,0,0,0,0,126900,127500,0,0,0
10.961358,0,6,2,4,-4,127700,127500,-24,224,1024
10.961358,1,0,0,0,0,127700,127500,0,0,0
10.961358,2,0,0,0,0,127700,127500,0,0,0
10.961358,3,171,133,38,-38,127700,127500,-2152,31752,39352
10.961358,4,0,0,0,0,127700,127500,0,0,0
10.961358,5,228,128,100,-100,127700,127500,-4146,79346,99346
10.961358,6,10,0,10,-10,127700,127500,255,-5255,-3255
10.961358,7,0,0,0,0,127700,127500,0,0,0
11.288897,0,6,2,4,-4,127800,127600,-24,224,1024
11.288897,1,0,0,0,0,127800,127600,0,0,0
11.288897,2,0,0,0,0,127800,127600,0,0,0
11.288897,3,171,171,0,0,127800,127600,-2637,32237,32237
11.288897,4,0,0,0,0,127800,127600,0,0,0
11.288897,5,228,189,39,-39,127800,127600,-4926,86226,94026
11.288897,6,10,0,10,-10,127800,127600,255,-5255,-3255
11.288897,7,0,0,0,0,127800,127600,0,0,0
11.533876,0,6,2,4,-4,127800,127600,-24,224,1024
11.533876,1,0,0,0,0,127800,127600,0,0,0
11.533876,2,0,0,0,0,127800,127600,0,0,0
11.533876,3,171,171,0,0,127800,127600,-2637,32237,32237
11.533876,4,0,0,0,0,127800,127600,0,0,0
11.533876,5,228,189,39,-39,127800,127600,-4926,86226,94026
11.533876,6,10,0,10,-10,127800,127600,255,-5255,-3255
11.533876,7,0,0,0,0,127800,127600,0,0,0
11.730957,0,6,2,4,-4,127800,127600,-24,224,1024
11.730957,1,0,0,0,0,127800,127600,0,0,0
11.730957,2,0,0,0,0,127800,127600,0,0,0
11.730957,3,171,171,0,0,127800,127600,-2637,32237,32237
11.730957,4,0,0,0,0,127800,127600,0,0,0
11.730957,5,228,189,39,-39,127800,127600,-4926,86226,94026
11.730957,6,10,0,10,-10,127800,127600,255,-5255,-3255
11.730957,7,0,0,0,0,127800,127600,0,0,0
12.037734,0,6,2,4,-4,127800,127600,-24,224,1024
12.037734,1,0,0,0,0,127800,127600,0,0,0
12.037734,2,0,0,0,0,127800,127600,0,0,0
12.037734,3,171,171,0,0,127800,127600,-2637,32237,32237
12.037734,4,0,0,0,0,127800,127600,0,0,0
12.037734,5,228,189,39,-39,127800,127600,-4926,86226,94026
12.037734,6,10,0,10,-10,127800,127600,255,-5255,-3255
12.037734,7,0,0,0,0,127800,127600,0,0,0
12.288482,0,6,2,4,-4,127800,127600,-24,224,1024
12.288482,1,0,0,0,0,127800,127600,0,0,0
12.288482,2,0,0,0,0,127800,127600,0,0,0
12.288482,3,171,171,0,0,127800,127600,-2637,32237,32237
12.288482,4,0,0,0,0,127800,127600,0,0,0
12.288482,5,228,189,39,-39,127800,127600,-4926,86226,94026
12.288482,6,10,0,10,-10,127800,127600,255,-5255,-3255
12.288482,7,0,0,0,0,127800,127600,0,0,0
12.52357,0,6,2,4,-4,127800,127700,-24,224,624
12.52357,1,0,0,0,0,127800,127700,0,0,0
12.52357,2,0,0,0,0,127800,127700,0,0,0
12.52357,3,171,171,0,0,127800,127700,-2637,32237,32237
12.52357,4,0,0,0,0,127800,127700,0,0,0
12.52357,5,228,189,39,-39,127800,127700,-4926,86226,90126
12.52357,6,10,0,10,-10,127800,127700,255,-5255,-4255
12.52357,7,0,0,0,0,127800,127700,0,0,0
12.741808,0,6,2,4,-4,127800,127700,-24,224,624
12.741808,1,0,0,0,0,127800,127700,0,0,0
12.741808,2,0,0,0,0,127800,127700,0,0,0
12.741808,3,171,171,0,0,127800,127700,-2637,32237,32237
12.741808,4,0,0,0,0,127800,127700,0,0,0
12.741808,5,228,189,39,-39,127800,127700,-4926,86226,90126
12.741808,6,10,0,10,-10,127800,127700,255,-5255,-4255
12.741808,7,0,0,0,0,127800,127700,0,0,0
12.977459,0,6,4,2,-2,127800,127700,27,173,373
12.977459,1,0,0,0,0,127800,127700,0,0,0
12.977459,2,0,0,0,0,127800,127700,0,0,0
12.977459,3,171,171,0,0,127800,127700,-2637,32237,32237
12.977459,4,0,0,0,0,127800,127700,0,0,0
12.977459,5,228,189,39,-39,127800,127700,-4926,86226,90126
12.977459,6,10,0,10,-10,127800,127700,255,-5255,-4255
12.977459,7,0,0,0,0,127800,127700,0,0,0
13.247709,0,6,6,0,0,127800,127700,78,122,122
13.247709,1,0,0,0,0,127800,127700,0,0,0
13.247709,2,0,0,0,0,127800,127700,0,0,0
13.247709,3,171,171,0,0,127800,127700,-2637,32237,32237
13.247709,4,0,0,0,0,127800,127700,0,0,0
13.247709,5,228,189,39,-39,127800,127700,-4926,86226,90126
13.247709,6,10,0,10,-10,127800,127700,255,-5255,-4255
13.247709,7,0,0,0,0,127800,127700,0,0,0
13.483314,0,6,6,0,0,127800,127700,78,122,122
13.483314,1,0,0,0,0,127800,127700,0,0,0
13.483314,2,0,0,0,0,127800,127700,0,0,0
13.483314,3,171,176,-5,5,127800,127700,-2509,32609,32109
13.483314,4,0,0,0,0,127800,127700,0,0,0
13.483314,5,228,189,39,-39,127800,127700,-4926,86226,90126
13.483314,6,10,0,10,-10,127800,127700,255,-5255,-4255
13.483314,7,0,0,0,0,127800,127700,0,0,0
13.759289,0,6,6,0,0,127900,127700,78,122,122
13.759289,1,0,0,0,0,127900,127700,0,0,0
13.759289,2,0,0,0,0,127900,127700,0,0,0
13.759289,3,171,176,-5,5,127900,127700,-2509,32609,31609
13.759289,4,0,0,0,0,127900,127700,0,0,0
13.759289,5,228,189,39,-39,127900,127700,-4926,86226,94026
13.759289,6,10,0,10,-10,127900,127700,255,-5255,-3255
13.759289,7,0,0,0,0,127900,127700,0,0,0
13.963641,0,6,6,0,0,127900,127700,78,122,122
13.963641,1,0,0,0,0,127900,127700,0,0,0
13.963641,2,0,0,0,0,127900,127700,0,0,0
13.963641,3,171,191,-20,20,127900,127700,-2701,34301,30301
13.963641,4,0,0,0,0,127900,127700,0,0,0
13.963641,5,228,189,39,-39,127900,127700,-4926,86226,94026
13.963641,6,10,0,10,-10,127900,127700,255,-5255,-3255
13.963641,7,0,0,0,0,127900,127700,0,0,0
14.231647,0,6,6,0,0,127900,127600,78,122,122
14.231647,1,0,0,0,0,127900,127600,0,0,0
14.231647,2,0,0,0,0,127900,127600,0,0,0
14.231647,3,171,191,-20,20,127900,127600,-2701,34301,29201
14.231647,4,0,0,0,0,127900,127600,0,0,0
14.231647,5,228,189,39,-39,127900,127600,-4926,86226,96171
14.231647,6,10,0,10,-10,127900,127600,255,-5255,-2705
14.231647,7,0,0,0,0,127900,127600,0,0,0
14.483788,0,6,6,0,0,127900,127600,78,122,122
14.483788,1,0,0,0,0,127900,127600,0,0,0
14.483788,2,0,0,0,0,127900,127600,0,0,0
14.483788,3,171,191,-20,20,127900,127600,-2701,34301,29201
14.483788,4,0,0,0,0,127900,127600,0,0,0
14.483788,5,228,189,39,-39,127900,127600,-4926,86226,96171
14.483788,6,10,0,10,-10,127900,127600,255,-5255,-2705
14.483788,7,0,0,0,0,127900,127600,0,0,0
14.767197,0,6,6,0,0,127900,127600,78,122,122
14.767197,1,0,0,0,0,127900,127600,0,0,0
14.767197,2,0,0,0,0,127900,127600,0,0,0
14.767197,3,171,191,-20,20,127900,127600,-2701,34301,29201
14.767197,4,0,0,0,0,127900,127600,0,0,0
14.767197,5,228,189,39,-39,127900,127600,-4926,86226,96171
14.767197,6,10,0,10,-10,127900,127600,255,-5255,-2705
14.767197,7,0,0,0,0,127900,127600,0,0,0
14.959225,0,6,6,0,0,127700,127600,78,122,122
14.959225,1,0,0,0,0,127700,127600,0,0,0
14.959225,2,0,0,0,0,127700,127600,0,0,0
14.959225,3,171,201,-30,30,127700,127600,-2829,35429,32429
14.959225,4,0,0,0,0,127700,127600,0,0,0
14.959225,5,228,203,25,-25,127700,127600,-5105,89205,91705
14.959225,6,10,0,10,-10,127700,127600,255,-5255,-4255
14.959225,7,0,0,0,0,127700,127600,0,0,0
15.243775,0,6,6,0,0,127700,127600,78,122,122
15.243775,1,0,0,0,0,127700,127600,0,0,0
15.243775,2,0,0,0,0,127700,127600,0,0,0
15.243775,3,171,211,-40,40,127700,127600,-2957,33557,29557
15.243775,4,0,0,0,0,127700,127600,0,0,0
15.243775,5,228,205,23,-23,127700,127600,-5131,89031,91331
15.243775,6,10,0,10,-10,127700,127600,255,-5255,-4255
15.243775,7,0,0,0,0,127700,127600,0,0,0
15.548363,0,6,6,0,0,127700,127600,78,122,122
15.548363,1,0,0,0,0,127700,127600,0,0,0
15.548363,2,0,0,0,0,127700,127600,0,0,0
15.548363,3,171,211,-40,40,127700,127600,-2957,33557,29557
15.548363,4,0,0,0,0,127700,127600,0,0,0
15.548363,5,228,205,23,-23,127700,127600,-5131,89031,91331
15.548363,6,10,0,10,-10,127700,127600,255,-5255,-4255
15.548363,7,0,0,0,0,127700,127600,0,0,0
15.721579,0,6,6,0,0,127700,127600,78,122,122
15.721579,1,0,0,0,0,127700,127600,0,0,0
15.721579,2,0,0,0,0,127700,127600,0,0,0
15.721579,3,171,211,-40,40,127700,127600,-2957,33557,29557
15.721579,4,0,0,0,0,127700,127600,0,0,0
15.721579,5,228,205,23,-23,127700,127600,-5131,89031,91331
15.721579,6,10,0,10,-10,127700,127600,255,-5255,-4255
15.721579,7,0,0,0,0,127700,127600,0,0,0
16.027666,0,6,6,0,0,127700,127600,78,122,122
16.027666,1,0,0,0,0,127700,127600,0,0,0
16.027666,2,0,0,0,0,127700,127600,0,0,0
16.027666,3,171,211,-40,40,127700,127600,-2957,33557,29557
16.027666,4,0,0,0,0,127700,127600,0,0,0
