Time,Team,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss
9.252497,1,20,0,20,-20,127500,127800,510,490,-4630
9.252497,2,132,115,17,-17,127500,127800,519,-13919,-18271
9.252497,3,8,8,0,0,127500,127800,101,-101,-101
9.252497,4,0,50,-50,50,127500,127800,-636,-1364,11436
9.252497,5,97,86,11,-11,127500,127800,381,-18481,-21297
9.252497,6,0,0,0,0,127500,127800,0,0,0
9.463307,0,71,20,51,-51,127500,127800,2323,16777,3721
9.463307,1,20,0,20,-20,127500,127800,510,490,-4630
9.463307,2,132,115,17,-17,127500,127800,519,-13919,-18271
9.463307,3,8,8,0,0,127500,127800,101,-101,-101
9.463307,4,0,50,-50,50,127500,127800,-636,-1364,11436
9.463307,5,97,86,11,-11,127500,127800,381,-18481,-21297
9.463307,6,0,0,0,0,127500,127800,0,0,0
9.749689,0,71,20,51,-51,127000,127800,2323,16777,3721
9.749689,1,20,0,20,-20,127000,127800,510,490,-4630
9.749689,2,152,115,37,-37,127000,127800,263,-13663,-23135
9.749689,3,10,8,2,-2,127000,127800,76,524,12
9.749689,4,0,50,-50,50,127000,127800,-636,-1364,11436
9.749689,5,107,96,11,-11,127000,127800,508,-18608,-21424
9.749689,6,0,0,0,0,127000,127800,0,0,0
10.03609,0,71,20,51,-51,127400,127500,2323,16777,11677
10.03609,1,20,0,20,-20,127400,127500,510,490,-1510
10.03609,2,152,125,27,-27,127400,127500,136,-16536,-19236
10.03609,3,10,8,2,-2,127400,127500,76,524,324
10.03609,4,0,50,-50,50,127400,127500,-636,-1364,3636
10.03609,5,117,96,21,-21,127400,127500,763,-16863,-18963
10.03609,6,0,0,0,0,127400,127500,0,0,0
10.21397,0,71,20,51,-51,127000,127500,2323,16777,3772
10.21397,1,20,0,20,-20,127000,127500,510,490,-4610
10.21397,2,162,125,37,-37,127000,127500,9,-14409,-23844
10.21397,3,12,8,4,-4,127000,127500,51,1149,129
10.21397,4,0,50,-50,50,127000,127500,-636,-1364,11386
10.21397,5,127,96,31,-31,127000,127500,636,-15736,-23641
10.21397,6,0,0,0,0,127000,127500,0,0,0
10.534729,0,71,20,51,-51,127100,127500,2323,16777,3772
10.534729,1,20,0,20,-20,127100,127500,510,490,-4610
10.534729,2,166,125,41,-41,127100,127500,-42,-13158,-23613
10.534729,3,12,8,4,-4,127100,127500,51,1149,129
10.534729,4,0,50,-50,50,127100,127500,-636,-1364,11386
10.534729,5,137,96,41,-41,127100,127500,509,-13609,-24064
10.534729,6,0,0,0,0,127100,127500,0,0,0
10.711203,0,71,20,51,-51,127200,127500,2323,16777,3772
10.711203,1,30,0,30,-30,127200,127500,764,1236,-6414
10.711203,2,166,135,31,-31,127200,127500,-169,-16031,-23936
10.711203,3,12,8,4,-4,127200,127500,51,1149,129
10.711203,4,0,50,-50,50,127200,127500,-636,-1364,11386
10.711203,5,137,96,41,-41,127200,127500,509,-13609,-24064
10.711203,6,0,0,0,0,127200,127500,0,0,0
10.981361,0,71,20,51,-51,127300,127500,2323,16777,6577
10.981361,1,30,0,30,-30,127300,127500,764,1236,-4764
10.981361,2,166,145,21,-21,127300,127500,-296,-18904,-23104
10.981361,3,12,8,4,-4,127300,127500,51,1149,349
10.981361,4,0,50,-50,50,127300,127500,-636,-1364,8636
10.981361,5,137,98,39,-39,127300,127500,484,-14184,-21984
10.981361,6,0,0,0,0,127300,127500,0,0,0
11.265624,0,71,20,51,-51,127900,127600,2323,16777,29782
11.265624,1,38,0,38,-38,127900,127600,968,1832,11522
11.265624,2,166,155,11,-11,127900,127600,-423,-21777,-18972
11.265624,3,12,8,4,-4,127900,127600,51,1149,2169
11.265624,4,0,50,-50,50,127900,127600,-636,-1364,-14114
11.265624,5,137,106,31,-31,127900,127600,382,-16482,-8577
11.265624,6,0,0,0,0,127900,127600,0,0,0
11.476753,0,71,20,51,-51,127900,127600,2323,16777,29782
11.476753,1,38,0,38,-38,127900,127600,968,1832,11522
11.476753,2,166,155,11,-11,127900,127600,-423,-21777,-18972
11.476753,3,12,8,4,-4,127900,127600,51,1149,2169
11.476753,4,0,50,-50,50,127900,127600,-636,-1364,-14114
11.476753,5,137,106,31,-31,127900,127600,382,-16482,-8577
11.476753,6,0,0,0,0,127900,127600,0,0,0
11.746637,0,71,20,51,-51,127400,127600,2323,16777,6577
11.746637,1,38,0,38,-38,127400,127600,968,1832,-5768
11.746637,2,176,155,21,-21,127400,127600,-550,-21650,-25850
11.746637,3,12,8,4,-4,127400,127600,51,1149,349
11.746637,4,0,50,-50,50,127400,127600,-636,-1364,8636
11.746637,5,137,116,21,-21,127400,127600,637,-17737,-21937
11.746637,6,0,0,0,0,127400,127600,0,0,0
12.031646,0,71,20,51,-51,127400,127600,2323,16777,6577
12.031646,1,38,0,38,-38,127400,127600,968,1832,-5768
12.031646,2,176,155,21,-21,127400,127600,-550,-21650,-25850
12.031646,3,12,8,4,-4,127400,127600,51,1149,349
12.031646,4,0,50,-50,50,127400,127600,-636,-1364,8636
12.031646,5,137,116,21,-21,127400,127600,637,-17737,-21937
12.031646,6,0,0,0,0,127400,127600,0,0,0
12.255239,0,71,20,51,-51,127400,127600,2323,16777,6577
12.255239,1,38,0,38,-38,127400,127600,968,1832,-5768
12.255239,2,176,155,21,-21,127400,127600,-550,-21650,-25850
12.255239,3,12,8,4,-4,127400,127600,51,1149,349
12.255239,4,0,50,-50,50,127400,127600,-636,-1364,8636
12.255239,5,137,116,21,-21,127400,127600,637,-17737,-21937
12.255239,6,0,0,0,0,127400,127600,0,0,0
12.511755,0,71,20,51,-51,127400,127600,2323,16777,6577
12.511755,1,38,0,38,-38,127400,127600,968,1832,-5768
12.511755,2,176,165,11,-11,127400,127600,-295,-23905,-26105
12.511755,3,12,8,4,-4,127400,127600,51,1149,349
12.511755,4,0,50,-50,50,127400,127600,-636,-1364,8636
12.511755,5,147,116,31,-31,127400,127600,510,-16610,-22810
12.511755,6,0,0,0,0,127400,127600,0,0,0
12.766728,0,71,20,51,-51,127600,127700,2323,16777,11677
12.766728,1,38,0,38,-38,127600,127700,968,1832,-1968
12.766728,2,186,174,12,-12,127600,127700,-155,-24845,-26045
12.766728,3,12,8,4,-4,127600,127700,51,1149,749
12.766728,4,0,50,-50,50,127600,127700,-636,-1364,3636
12.766728,5,147,126,21,-21,127600,127700,382,-19482,-21582
12.766728,6,0,0,0,0,127600,127700,0,0,0
13.012156,0,71,20,51,-51,127600,127700,2323,16777,11677
13.012156,1,38,0,38,-38,127600,127700,968,1832,-1968
13.012156,2,186,174,12,-12,127600,127700,-155,-24845,-26045
13.012156,3,12,8,4,-4,127600,127700,51,1149,749
13.012156,4,0,50,-50,50,127600,127700,-636,-1364,3636
13.012156,5,147,126,21,-21,127600,127700,382,-19482,-21582
13.012156,6,0,0,0,0,127600,127700,0,0,0
13.289144,0,71,20,51,-51,127600,127700,2323,16777,11677
13.289144,1,38,0,38,-38,127600,127700,968,1832,-1968
13.289144,2,186,174,12,-12,127600,127700,-155,-24845,-26045
13.289144,3,12,8,4,-4,127600,127700,51,1149,749
13.289144,4,0,50,-50,50,127600,127700,-636,-1364,3636
13.289144,5,147,126,21,-21,127600,127700,382,-19482,-21582
13.289144,6,0,0,0,0,127600,127700,0,0,0
13.532198,0,71,20,51,-51,128200,127700,2323,16777,29782
13.532198,1,38,0,38,-38,128200,127700,968,1832,11522
13.532198,2,186,184,2,-2,128200,127700,-283,-25717,-25207
13.532198,3,12,10,2,-2,128200,127700,25,1775,2285
13.532198,4,0,50,-50,50,128200,127700,-636,-1364,-14114
13.532198,5,147,126,21,-21,128200,127700,382,-19482,-14127
13.532198,6,0,0,0,0,128200,127700,0,0,0
13.729243,0,71,20,51,-51,128200,127700,2323,16777,29782
13.729243,1,38,0,38,-38,128200,127700,968,1832,11522
13.729243,2,186,184,2,-2,128200,127700,-283,-25717,-25207
13.729243,3,12,10,2,-2,128200,127700,25,1775,2285
13.729243,4,0,50,-50,50,128200,127700,-636,-1364,-14114
13.729243,5,147,126,21,-21,128200,127700,382,-19482,-14127
13.729243,6,0,0,0,0,128200,127700,0,0,0
13.984623,0,71,20,51,-51,128200,127700,2323,16777,29782
13.984623,1,38,0,38,-38,128200,127700,968,1832,11522
13.984623,2,186,194,-8,8,128200,127700,-411,-25589,-27629
13.984623,3,12,12,0,0,128200,127700,-1,2401,2401
13.984623,4,0,50,-50,50,128200,127700,-636,-1364,-14114
13.984623,5,147,136,11,-11,128200,127700,254,-20354,-17549
13.984623,6,0,0,0,0,128200,127700,0,0,0
14.286722,0,71,20,51,-51,127600,127600,2323,16777,16777
14.286722,1,38,0,38,-38,127600,127600,968,1832,1832
14.286722,2,196,194,2,-2,127600,127600,-156,-26844,-26844
14.286722,3,12,12,0,0,127600,127600,-1,2401,2401
14.286722,4,0,50,-50,50,127600,127600,-636,-1364,-1364
14.286722,5,147,146,1,-1,127600,127600,126,-20226,-20226
14.286722,6,0,0,0,0,127600,127600,0,0,0
14.541416,0,71,20,51,-51,127600,127600,2323,16777,16777
14.541416,1,38,0,38,-38,127600,127600,968,1832,1832
14.541416,2,196,194,2,-2,127600,127600,-156,-26844,-26844
14.541416,3,12,12,0,0,127600,127600,-1,2401,2401
14.541416,4,0,50,-50,50,127600,127600,-636,-1364,-1364
14.541416,5,147,146,1,-1,127600,127600,126,-20226,-20226
14.541416,6,0,0,0,0,127600,127600,0,0,0
14.785697,0,71,20,51,-51,127600,127600,2323,16777,16777
14.785697,1,38,0,38,-38,127600,127600,968,1832,1832
14.785697,2,196,194,2,-2,127600,127600,-156,-26844,-26844
14.785697,3,12,12,0,0,127600,127600,-1,2401,2401
14.785697,4,0,50,-50,50,127600,127600,-636,-1364,-1364
14.785697,5,147,146,1,-1,127600,127600,126,-20226,-20226
14.785697,6,0,0,0,0,127600,127600,0,0,0
15.012992,0,71,20,51,-51,128000,127600,2323,16777,29782
15.012992,1,38,0,38,-38,128000,127600,968,1832,11522
15.012992,2,196,204,-8,8,128000,127600,-284,-26716,-28756
15.012992,3,12,14,-2,2,128000,127600,-27,3027,2517
15.012992,4,0,50,-50,50,128000,127600,-636,-1364,-14114
15.012992,5,147,146,1,-1,128000,127600,126,-20226,-19971
15.012992,6,0,0,0,0,128000,127600,0,0,0
15.274588,0,71,20,51,-51,127800,127600,2323,16777,26977
15.274588,1,38,0,38,-38,127800,127600,968,1832,9432
15.274588,2,196,214,-18,18,127800,127600,-412,-28588,-32188
15.274588,3,12,16,-4,4,127800,127600,-53,3053,2253
15.274588,4,0,50,-50,50,127800,127600,-636,-1364,-11364
15.274588,5,147,146,1,-1,127800,127600,126,-20226,-20026
15.274588,6,0,0,0,0,127800,127600,0,0,0
15.518868,0,71,20,51,-51,127800,127600,2323,16777,26977
15.518868,1,38,0,38,-38,127800,127600,968,1832,9432
15.518868,2,196,214,-18,18,127800,127600,-412,-28588,-32188
15.518868,3,12,16,-4,4,127800,127600,-53,3053,2253
15.518868,4,0,50,-50,50,127800,127600,-636,-1364,-11364
15.518868,5,147,146,1,-1,127800,127600,126,-20226,-20026
15.518868,6,0,0,0,0,127800,127600,0,0,0
15.76097,0,71,30,41,-41,127800,127600,2579,18521,26721
15.76097,1,38,0,38,-38,127800,127600,968,1832,9432
15.76097,2,206,214,-8,8,127800,127600,-540,-32460,-34060
15.76097,3,12,16,-4,4,127800,127600,-53,3053,2253
15.76097,4,0,50,-50,50,127800,127600,-636,-1364,-11364
15.76097,5,147,146,1,-1,127800,127600,126,-20226,-20026
15.76097,6,0,0,0,0,127800,127600,0,0,0
15.952845,0,71,30,41,-41,127800,127600,2579,18521,26721
15.952845,1,38,0,38,-38,127800,127600,968,1832,9432
15.952845,2,206,214,-8,8,127800,127600,-540,-32460,-34060
15.952845,3,12,16,-4,4,127800,127600,-53,3053,2253
15.952845,4,0,50,-50,50,127800,127600,-636,-1364,-11364
15.952845,5,147,146,1,-1,127800,127600,126,-20226,-20026
15.952845,6,0,0,0,0,127800,127600,0,0,0
16.246871,0,71,30,41,-41,127800,127600,2579,18521,26721
16.246871,1,38,0,38,-38,127800,127600,968,1832,9432
16.246871,2,206,214,-8,8,127800,127600,-540,-32460,-34060
16.246871,3,12,16,-4,4,127800,127600,-53,3053,2253
16.246871,4,0,50,-50,50,127800,127600,-636,-1364,-11364
16.246871,5,147,146,1,-1,127800,127600,126,-20226,-20026
16.246871,6,0,0,0,0,127800,127600,0,0,0
16.461744,0,71,30,41,-41,127800,127600,2579,18521,26721
16.461744,1,38,0,38,-38,127800,127600,968,1832,9432
16.461744,2,206,214,-8,8,127800,127600,-540,-32460,-34060
16.461744,3,12,16,-4,4,127800,127600,-53,3053,2253
16.461744,4,0,50,-50,50,127800,127600,-636,-1364,-11364
16.461744,5,147,146,1,-1,127800,127600,126,-20226,-20026
16.461744,6,0,0,0,0,127800,127600,0,0,0
16.774672,0,71,30,41,-41,128100,127600,2579,18521,28976
16.774672,1,38,0,38,-38,128100,127600,968,1832,11522
16.774672,2,206,224,-18,18,128100,127600,-668,-31332,-35922
16.774672,3,12,18,-6,6,128100,127600,-79,3679,2149
16.774672,4,0,50,-50,50,128100,127600,-636,-1364,-14114
16.774672,5,147,146,1,-1,128100,127600,126,-20226,-19971
16.774672,6,0,0,0,0,128100,127600,0,0,0
16.991039,0,71,30,41,-41,128100,127600,2579,18521,28976
16.991039,1,38,0,38,-38,128100,127600,968,1832,11522
16.991039,2,206,224,-18,18,128100,127600,-668,-31332,-35922
16.991039,3,12,18,-6,6,128100,127600,-79,3679,2149
16.991039,4,0,50,-50,50,128100,127600,-636,-1364,-14114
16.991039,5,147,146,1,-1,128100,127600,126,-20226,-19971
16.991039,6,0,0,0,0,128100,127600,0,0,0
17.209781,0,71,30,41,-41,128100,127600,2579,18521,28976
17.209781,1,38,0,38,-38,128100,127600,968,1832,11522
17.209781,2,206,224,-18,18,128100,127600,-668,-31332,-35922
17.209781,3,12,18,-6,6,128100,127600,-79,3679,2149
17.209781,4,0,50,-50,50,128100,127600,-636,-1364,-14114
17.209781,5,147,146,1,-1,128100,127600,126,-20226,-19971
17.209781,6,0,0,0,0,128100,127600,0,0,0
17.466466,0,71,30,41,-41,127800,127700,2579,18521,22621
17.466466,1,38,0,38,-38,127800,127700,968,1832,5632
