Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3.027906,HIMS_1453,Tick,20,30,-10,10,127400,127300,126,2874,1874,OK
3.027906,Globetrotters_20813,Tick,0,0,0,0,127400,127300,0,0,0,OK
3.267492,Jagiellonian5_99816,Tick,10,0,10,-10,127400,127200,255,-2255,-255,OK
3.267492,FiscalFuries_21347,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.267492,Lzxssx_522213,Tick,32,33,-1,1,127400,127200,394,-8194,-8394,OK
3.267492,revitpo_711911,Tick,2,2,0,0,127400,127200,26,-826,-826,OK
3.267492,theMoneyMakers_420698,Tick,0,30,-30,30,127400,127200,-380,-620,-6620,OK
3.267492,HIMS_1453,Tick,20,30,-10,10,127400,127200,126,2874,874,OK
3.267492,Globetrotters_20813,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.456534,Jagiellonian5_99816,Tick,10,0,10,-10,127400,127200,255,-2255,-255,OK
3.456534,FiscalFuries_21347,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.456534,Lzxssx_522213,Tick,32,33,-1,1,127400,127200,394,-8194,-8394,OK
3.456534,revitpo_711911,Tick,2,2,0,0,127400,127200,26,-826,-826,OK
3.456534,theMoneyMakers_420698,Tick,0,30,-30,30,127400,127200,-380,-620,-6620,OK
3.456534,HIMS_1453,Tick,20,30,-10,10,127400,127200,126,2874,874,OK
3.456534,Globetrotters_20813,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.7898,Jagiellonian5_99816,Tick,10,0,10,-10,127500,127400,255,-2255,-1255,OK
3.7898,FiscalFuries_21347,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.7898,Lzxssx_522213,Tick,32,43,-11,11,127500,127400,267,-8067,-9167,OK
3.7898,revitpo_711911,Tick,2,2,0,0,127500,127400,26,-826,-826,OK
3.7898,theMoneyMakers_420698,Tick,0,30,-30,30,127500,127400,-380,-620,-3620,OK
3.7898,HIMS_1453,Tick,23,30,-7,7,127500,127400,202,2198,1498,OK
3.7898,Globetrotters_20813,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.99358,Jagiellonian5_99816,Tick,10,0,10,-10,127600,127400,255,-2255,-255,OK
3.99358,FiscalFuries_21347,Tick,0,0,0,0,127600,127400,0,0,0,OK
3.99358,Lzxssx_522213,Tick,42,43,-1,1,127600,127400,522,-9322,-9522,OK
3.99358,revitpo_711911,Tick,2,2,0,0,127600,127400,26,-826,-826,OK
3.99358,theMoneyMakers_420698,Tick,0,30,-30,30,127600,127400,-380,-620,-6620,OK
3.99358,HIMS_1453,Tick,23,40,-17,17,127600,127400,74,2326,-1074,OK
3.99358,Globetrotters_20813,Tick,0,0,0,0,127600,127400,0,0,0,OK
4.2451,Jagiellonian5_99816,Tick,10,0,10,-10,127600,127600,255,-2255,-2255,OK
4.2451,FiscalFuries_21347,Tick,0,0,0,0,127600,127600,0,0,0,OK
4.2451,Lzxssx_522213,Tick,42,43,-1,1,127600,127600,522,-9322,-9322,OK
4.2451,revitpo_711911,Tick,2,2,0,0,127600,127600,26,-826,-826,OK
4.2451,theMoneyMakers_420698,Tick,0,30,-30,30,127600,127600,-380,-620,-620,OK
4.2451,HIMS_1453,Tick,23,40,-17,17,127600,127600,74,2326,2326,OK
4.2451,Globetrotters_20813,Tick,0,0,0,0,127600,127600,0,0,0,OK
4.541152,Jagiellonian5_99816,Tick,10,0,10,-10,127700,127700,255,-2255,-2255,OK
4.541152,FiscalFuries_21347,Tick,0,0,0,0,127700,127700,0,0,0,OK
4.541152,Lzxssx_522213,Tick,42,43,-1,1,127700,127700,522,-9322,-9322,OK
4.541152,revitpo_711911,Tick,2,2,0,0,127700,127700,26,-826,-826,OK
4.541152,theMoneyMakers_420698,Tick,0,40,-40,40,127700,127700,-508,-492,-492,OK
4.541152,HIMS_1453,Tick,33,40,-7,7,127700,127700,329,1071,1071,OK
4.541152,Globetrotters_20813,Tick,0,0,0,0,127700,127700,0,0,0,OK
4.757568,Jagiellonian5_99816,Tick,10,0,10,-10,127700,127700,255,-2255,-2255,OK
4.757568,FiscalFuries_21347,Tick,0,0,0,0,127700,127700,0,0,0,OK
4.757568,Lzxssx_522213,Tick,42,43,-1,1,127700,127700,522,-9322,-9322,OK
4.757568,revitpo_711911,Tick,2,2,0,0,127700,127700,26,-826,-826,OK
4.757568,theMoneyMakers_420698,Tick,0,40,-40,40,127700,127700,-508,-492,-492,OK
4.757568,HIMS_1453,Tick,33,40,-7,7,127700,127700,329,1071,1071,OK
4.757568,Globetrotters_20813,Tick,0,0,0,0,127700,127700,0,0,0,OK
5.012227,Jagiellonian5_99816,Tick,10,0,10,-10,127700,127700,255,-2255,-2255,OK
5.012227,FiscalFuries_21347,Tick,0,0,0,0,127700,127700,0,0,0,OK
5.012227,Lzxssx_522213,Tick,42,43,-1,1,127700,127700,522,-9322,-9322,OK
5.012227,revitpo_711911,Tick,2,2,0,0,127700,127700,26,-826,-826,OK
5.012227,theMoneyMakers_420698,Tick,0,40,-40,40,127700,127700,-508,-492,-492,OK
5.012227,HIMS_1453,Tick,33,40,-7,7,127700,127700,329,1071,1071,OK
5.012227,Globetrotters_20813,Tick,0,0,0,0,127700,127700,0,0,0,OK
5.300548,Jagiellonian5_99816,Tick,10,0,10,-10,127700,128000,255,-2255,-4815,OK
5.300548,FiscalFuries_21347,Tick,0,0,0,0,127700,128000,0,0,0,OK
5.300548,Lzxssx_522213,Tick,42,43,-1,1,127700,128000,522,-9322,-9066,OK
5.300548,revitpo_711911,Tick,2,2,0,0,127700,128000,26,-826,-826,OK
5.300548,theMoneyMakers_420698,Tick,0,40,-40,40,127700,128000,-508,-492,9748,OK
5.300548,HIMS_1453,Tick,33,40,-7,7,127700,128000,329,1071,2863,OK
5.300548,Globetrotters_20813,Tick,0,0,0,0,127700,128000,0,0,0,OK
5.515415,Jagiellonian5_99816,Tick,30,0,30,-30,128100,128000,767,-767,2233,OK
5.515415,FiscalFuries_21347,Tick,0,0,0,0,128100,128000,0,0,0,OK
5.515415,Lzxssx_522213,Tick,52,53,-1,1,128100,128000,650,-13450,-13550,OK
5.515415,revitpo_711911,Tick,2,4,-2,2,128100,128000,0,-1000,-1200,OK
5.515415,theMoneyMakers_420698,Tick,0,50,-50,50,128100,128000,-636,-1364,-6364,OK
5.515415,HIMS_1453,Tick,35,50,-15,15,128100,128000,252,-2052,-3552,OK
5.515415,Globetrotters_20813,Tick,0,0,0,0,128100,128000,0,0,0,OK
5.718987,Jagiellonian5_99816,Tick,30,0,30,-30,128200,128000,767,-767,5233,OK
5.718987,FiscalFuries_21347,Tick,0,0,0,0,128200,128000,0,0,0,OK
5.718987,Lzxssx_522213,Tick,52,55,-3,3,128200,128000,624,-13224,-13824,OK
5.718987,revitpo_711911,Tick,4,4,0,0,128200,128000,51,-1451,-1451,OK
5.718987,theMoneyMakers_420698,Tick,0,50,-50,50,128200,128000,-636,-1364,-11364,OK
5.718987,HIMS_1453,Tick,35,50,-15,15,128200,128000,252,-2052,-5052,OK
5.718987,Globetrotters_20813,Tick,0,0,0,0,128200,128000,0,0,0,OK
6.02431,Jagiellonian5_99816,Tick,30,0,30,-30,128200,128000,767,-767,5233,OK
6.02431,FiscalFuries_21347,Tick,0,0,0,0,128200,128000,0,0,0,OK
6.02431,Lzxssx_522213,Tick,52,55,-3,3,128200,128000,624,-13224,-13824,OK
6.02431,revitpo_711911,Tick,4,4,0,0,128200,128000,51,-1451,-1451,OK
6.02431,theMoneyMakers_420698,Tick,0,50,-50,50,128200,128000,-636,-1364,-11364,OK
6.02431,HIMS_1453,Tick,35,50,-15,15,128200,128000,252,-2052,-5052,OK
6.02431,Globetrotters_20813,Tick,0,0,0,0,128200,128000,0,0,0,OK
6.269509,Jagiellonian5_99816,Tick,30,20,10,-10,128000,128000,1280,4720,4720,OK
6.269509,FiscalFuries_21347,Tick,0,0,0,0,128000,128000,0,0,0,OK
6.269509,Lzxssx_522213,Tick,72,65,7,-7,128000,128000,240,-17840,-17840,OK
6.269509,revitpo_711911,Tick,4,4,0,0,128000,128000,51,-1451,-1451,OK
6.269509,theMoneyMakers_420698,Tick,0,50,-50,50,128000,128000,-636,-1364,-1364,OK
6.269509,HIMS_1453,Tick,55,50,5,-5,128000,128000,380,-11180,-11180,OK
6.269509,Globetrotters_20813,Tick,0,0,0,0,128000,128000,0,0,0,OK
6.547782,Jagiellonian5_99816,Tick,30,20,10,-10,127200,127700,1280,4720,2170,OK
6.547782,FiscalFuries_21347,Tick,0,0,0,0,127200,127700,0,0,0,OK
6.547782,Lzxssx_522213,Tick,82,75,7,-7,127200,127700,23,-17623,-19408,OK
6.547782,revitpo_711911,Tick,6,4,2,-2,127200,127700,25,-825,-1335,OK
6.547782,theMoneyMakers_420698,Tick,0,50,-50,50,127200,127700,-636,-1364,11386,OK
6.547782,HIMS_1453,Tick,65,59,6,-6,127200,127700,866,-13566,-15096,OK
6.547782,Globetrotters_20813,Tick,0,0,0,0,127200,127700,0,0,0,OK
6.701628,Jagiellonian5_99816,Tick,30,20,10,-10,127700,127700,1280,4720,4720,OK
6.701628,FiscalFuries_21347,Tick,0,0,0,0,127700,127700,0,0,0,OK
6.701628,Lzxssx_522213,Tick,82,85,-3,3,127700,127700,278,-17878,-17878,OK
6.701628,revitpo_711911,Tick,6,4,2,-2,127700,127700,25,-825,-825,OK
6.701628,theMoneyMakers_420698,Tick,0,50,-50,50,127700,127700,-636,-1364,-1364,OK
6.701628,HIMS_1453,Tick,75,59,16,-16,127700,127700,738,-15438,-15438,OK
6.701628,Globetrotters_20813,Tick,0,0,0,0,127700,127700,0,0,0,OK
6.98059,Jagiellonian5_99816,Tick,30,20,10,-10,128200,127700,1280,4720,7270,OK
6.98059,FiscalFuries_21347,Tick,0,0,0,0,128200,127700,0,0,0,OK
6.98059,Lzxssx_522213,Tick,82,95,-13,13,128200,127700,150,-16750,-20065,OK
6.98059,revitpo_711911,Tick,6,6,0,0,128200,127700,-1,-199,-199,OK
6.98059,theMoneyMakers_420698,Tick,0,50,-50,50,128200,127700,-636,-1364,-14114,OK
6.98059,HIMS_1453,Tick,75,59,16,-16,128200,127700,738,-15438,-11358,OK
6.98059,Globetrotters_20813,Tick,0,0,0,0,128200,127700,0,0,0,OK
7.272,Jagiellonian5_99816,Tick,30,20,10,-10,127300,127600,1280,4720,2170,OK
7.272,FiscalFuries_21347,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.272,Lzxssx_522213,Tick,102,95,7,-7,127300,127600,277,-13877,-15662,OK
7.272,revitpo_711911,Tick,8,6,2,-2,127300,127600,50,350,-160,OK
7.272,theMoneyMakers_420698,Tick,0,50,-50,50,127300,127600,-636,-1364,11386,OK
7.272,HIMS_1453,Tick,85,59,26,-26,127300,127600,610,-14310,-20940,OK
7.272,Globetrotters_20813,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.503853,Jagiellonian5_99816,Tick,41,20,21,-21,127400,127600,1560,5540,1340,OK
7.503853,FiscalFuries_21347,Tick,0,0,0,0,127400,127600,0,0,0,OK
7.503853,Lzxssx_522213,Tick,112,95,17,-17,127400,127600,532,-15132,-18532,OK
7.503853,revitpo_711911,Tick,8,8,0,0,127400,127600,101,-101,-101,OK
7.503853,theMoneyMakers_420698,Tick,0,50,-50,50,127400,127600,-636,-1364,8636,OK
7.503853,HIMS_1453,Tick,87,69,18,-18,127400,127600,457,-15157,-18757,OK
7.503853,Globetrotters_20813,Tick,0,0,0,0,127400,127600,0,0,0,OK
7.768488,Jagiellonian5_99816,Tick,41,20,21,-21,127300,127600,1560,5540,185,OK
7.768488,FiscalFuries_21347,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.768488,Lzxssx_522213,Tick,122,105,17,-17,127300,127600,660,-13260,-17595,OK
7.768488,revitpo_711911,Tick,8,8,0,0,127300,127600,101,-101,-101,OK
7.768488,theMoneyMakers_420698,Tick,0,50,-50,50,127300,127600,-636,-1364,11386,OK
7.768488,HIMS_1453,Tick,97,69,28,-28,127300,127600,330,-15030,-22170,OK
7.768488,Globetrotters_20813,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.959815,Jagiellonian5_99816,Tick,71,20,51,-51,127200,127600,2323,16777,3772,OK
7.959815,FiscalFuries_21347,Tick,0,0,0,0,127200,127600,0,0,0,OK
7.959815,Lzxssx_522213,Tick,125,105,20,-20,127200,127600,736,-12136,-17236,OK
7.959815,revitpo_711911,Tick,8,8,0,0,127200,127600,101,-101,-101,OK
7.959815,theMoneyMakers_420698,Tick,0,50,-50,50,127200,127600,-636,-1364,11386,OK
7.959815,HIMS_1453,Tick,97,69,28,-28,127200,127600,330,-15030,-22170,OK
7.959815,Globetrotters_20813,Tick,0,0,0,0,127200,127600,0,0,0,OK
8.221947,Jagiellonian5_99816,Tick,71,20,51,-51,127500,127600,2323,16777,11677,OK
8.221947,FiscalFuries_21347,Tick,0,0,0,0,127500,127600,0,0,0,OK
8.221947,Lzxssx_522213,Tick,132,105,27,-27,127500,127600,647,-12047,-14747,OK
8.221947,revitpo_711911,Tick,8,8,0,0,127500,127600,101,-101,-101,OK
8.221947,theMoneyMakers_420698,Tick,0,50,-50,50,127500,127600,-636,-1364,3636,OK
8.221947,HIMS_1453,Tick,97,76,21,-21,127500,127600,508,-16608,-18708,OK
8.221947,Globetrotters_20813,Tick,0,0,0,0,127500,127600,0,0,0,OK
8.510076,Jagiellonian5_99816,Tick,71,20,51,-51,127400,127400,2323,16777,16777,OK
8.510076,FiscalFuries_21347,Tick,10,0,10,-10,127400,127400,255,-255,-255,OK
8.510076,Lzxssx_522213,Tick,132,105,27,-27,127400,127400,647,-12047,-12047,OK
8.510076,revitpo_711911,Tick,8,8,0,0,127400,127400,101,-101,-101,OK
8.510076,theMoneyMakers_420698,Tick,0,50,-50,50,127400,127400,-636,-1364,-1364,OK
8.510076,HIMS_1453,Tick,97,86,11,-11,127400,127400,381,-18481,-18481,OK
8.510076,Globetrotters_20813,Tick,0,0,0,0,127400,127400,0,0,0,OK
8.728047,Jagiellonian5_99816,Tick,71,20,51,-51,127400,127400,2323,16777,16777,OK
8.728047,FiscalFuries_21347,Tick,10,0,10,-10,127400,127400,255,-255,-255,OK
8.728047,Lzxssx_522213,Tick,132,105,27,-27,127400,127400,647,-12047,-12047,OK
8.728047,revitpo_711911,Tick,8,8,0,0,127400,127400,101,-101,-101,OK
8.728047,theMoneyMakers_420698,Tick,0,50,-50,50,127400,127400,-636,-1364,-1364,OK
8.728047,HIMS_1453,Tick,97,86,11,-11,127400,127400,381,-18481,-18481,OK
8.728047,Globetrotters_20813,Tick,0,0,0,0,127400,127400,0,0,0,OK
9.046787,Jagiellonian5_99816,Tick,71,20,51,-51,127500,127400,2323,16777,21877,OK
9.046787,FiscalFuries_21347,Tick,20,0,20,-20,127500,127400,510,490,2490,OK
9.046787,Lzxssx_522213,Tick,132,115,17,-17,127500,127400,519,-13919,-12219,OK
9.046787,revitpo_711911,Tick,8,8,0,0,127500,127400,101,-101,-101,OK
9.046787,theMoneyMakers_420698,Tick,0,50,-50,50,127500,127400,-636,-1364,-6364,OK
9.046787,HIMS_1453,Tick,97,86,11,-11,127500,127400,381,-18481,-17381,OK
9.046787,Globetrotters_20813,Tick,0,0,0,0,127500,127400,0,0,0,OK
9.252497,Jagiellonian5_99816,Tick,71,20,51,-51,127500,127800,2323,16777,3721,OK
9.252497,FiscalFuries_21347,Tick,20,0,20,-20,127500,127800,510,490,-4630,OK
9.252497,Lzxssx_522213,Tick,132,115,17,-17,127500,127800,519,-13919,-18271,OK
9.252497,revitpo_711911,Tick,8,8,0,0,127500,127800,101,-101,-101,OK
9.252497,theMoneyMakers_420698,Tick,0,50,-50,50,127500,127800,-636,-1364,11436,OK
9.252497,HIMS_1453,Tick,97,86,11,-11,127500,127800,381,-18481,-21297,OK
9.252497,Globetrotters_20813,Tick,0,0,0,0,127500,127800,0,0,0,OK
9.463307,Jagiellonian5_99816,Tick,71,20,51,-51,127500,127800,2323,16777,3721,OK
9.463307,FiscalFuries_21347,Tick,20,0,20,-20,127500,127800,510,490,-4630,OK
9.463307,Lzxssx_522213,Tick,132,115,17,-17,127500,127800,519,-13919,-18271,OK
9.463307,revitpo_711911,Tick,8,8,0,0,127500,127800,101,-101,-101,OK
9.463307,theMoneyMakers_420698,Tick,0,50,-50,50,127500,127800,-636,-1364,11436,OK
9.463307,HIMS_1453,Tick,97,86,11,-11,127500,127800,381,-18481,-21297,OK
9.463307,Globetrotters_20813,Tick,0,0,0,0,127500,127800,0,0,0,OK
9.749689,Jagiellonian5_99816,Tick,71,20,51,-51,127000,127800,2323,16777,3721,OK
9.749689,FiscalFuries_21347,Tick,20,0,20,-20,127000,127800,510,490,-4630,OK
9.749689,Lzxssx_522213,Tick,152,115,37,-37,127000,127800,263,-13663,-23135,OK
9.749689,revitpo_711911,Tick,10,8,2,-2,127000,127800,76,524,12,OK
9.749689,theMoneyMakers_420698,Tick,0,50,-50,50,127000,127800,-636,-1364,11436,OK
9.749689,HIMS_1453,Tick,107,96,11,-11,127000,127800,508,-18608,-21424,OK
9.749689,Globetrotters_20813,Tick,0,0,0,0,127000,127800,0,0,0,OK
10.03609,Jagiellonian5_99816,Tick,71,20,51,-51,127400,127500,2323,16777,11677,OK
10.03609,FiscalFuries_21347,Tick,20,0,20,-20,127400,127500,510,490,-1510,OK
10.03609,Lzxssx_522213,Tick,152,125,27,-27,127400,127500,136,-16536,-19236,OK
10.03609,revitpo_711911,Tick,10,8,2,-2,127400,127500,76,524,324,OK
10.03609,theMoneyMakers_420698,Tick,0,50,-50,50,127400,127500,-636,-1364,3636,OK
10.03609,HIMS_1453,Tick,117,96,21,-21,127400,127500,763,-16863,-18963,OK
10.03609,Globetrotters_20813,Tick,0,0,0,0,127400,127500,0,0,0,OK
10.21397,Jagiellonian5_99816,Tick,71,20,51,-51,127000,127500,2323,16777,3772,OK
10.21397,FiscalFuries_21347,Tick,20,0,20,-20,127000,127500,510,490,-4610,OK
10.21397,Lzxssx_522213,Tick,162,125,37,-37,127000,127500,9,-14409,-23844,OK
10.21397,revitpo_711911,Tick,12,8,4,-4,127000,127500,51,1149,129,OK
10.21397,theMoneyMakers_420698,Tick,0,50,-50,50,127000,127500,-636,-1364,11386,OK
10.21397,HIMS_1453,Tick,127,96,31,-31,127000,127500,636,-15736,-23641,OK
10.21397,Globetrotters_20813,Tick,0,0,0,0,127000,127500,0,0,0,OK
10.534729,Jagiellonian5_99816,Tick,71,20,51,-51,127100,127500,2323,16777,3772,OK
10.534729,FiscalFuries_21347,Tick,20,0,20,-20,127100,127500,510,490,-4610,OK
10.534729,Lzxssx_522213,Tick,166,125,41,-41,127100,127500,-42,-13158,-23613,OK
10.534729,revitpo_711911,Tick,12,8,4,-4,127100,127500,51,1149,129,OK
10.534729,theMoneyMakers_420698,Tick,0,50,-50,50,127100,127500,-636,-1364,11386,OK
10.534729,HIMS_1453,Tick,137,96,41,-41,127100,127500,509,-13609,-24064,OK
10.534729,Globetrotters_20813,Tick,0,0,0,0,127100,127500,0,0,0,OK
10.711203,Jagiellonian5_99816,Tick,71,20,51,-51,127200,127500,2323,16777,3772,OK
10.711203,FiscalFuries_21347,Tick,30,0,30,-30,127200,127500,764,1236,-6414,OK
10.711203,Lzxssx_522213,Tick,166,135,31,-31,127200,127500,-169,-16031,-23936,OK
10.711203,revitpo_711911,Tick,12,8,4,-4,127200,127500,51,1149,129,OK
10.711203,theMoneyMakers_420698,Tick,0,50,-50,50,127200,127500,-636,-1364,11386,OK
10.711203,HIMS_1453,Tick,137,96,41,-41,127200,127500,509,-13609,-24064,OK
10.711203,Globetrotters_20813,Tick,0,0,0,0,127200,127500,0,0,0,OK
10.981361,Jagiellonian5_99816,Tick,71,20,51,-51,127300,127500,2323,16777,6577,OK
10.981361,FiscalFuries_21347,Tick,30,0,30,-30,127300,127500,764,1236,-4764,OK
